"record_id","issued_date","expire_date","days_til_expiration","address","address_id","parcel_id","geom"
"PMB2018-04928","30/7/2019","9/1/2023","112","9403 MCKINNEY","318239","21068310.","0101000020E610000066EF93F8D3BC54C0D2FEFE2E9D344540"
"PMB2016-02854","9/1/2019","9/1/2023","112","15036 EVERGREEN","121945","22095614.","0101000020E610000092E64DCC2BCF54C02D39DE9D08334540"
"PMB2018-04295","25/4/2019","9/1/2023","112","5717 DEVONSHIRE","322266","21070559.","0101000020E61000000E772AB884BC54C06DC3A4C612344540"
"PMB2019-00271","25/7/2019","9/1/2023","112","5306 HAVERHILL","332418","21070064.","0101000020E6100000065E4AE474BC54C0C9CB9507C6334540"
"PMB2005-05728","20/5/2019","10/1/2023","113","2492 CLAIRMOUNT","37533","10002433.","0101000020E61000007CBA3C1CE0C654C01518F183D42F4540"
"PMB2012-03745","10/1/2019","10/1/2023","113","2201 MORRELL","254242","16010329.","0101000020E61000004EC9C26696C654C0C9F74A8F16294540"
"PMB2004-11155","19/2/2020","10/1/2023","113","15811 HARPER","298608","21004503-10","0101000020E61000005E9DF952CDBC54C0209D000257344540"
"PMB2018-06082","10/1/2019","10/1/2023","113","13530 RUTHERFORD","136600","22055872.","0101000020E6100000D70A9B11F7CC54C01A5441E34F314540"
"PMB2018-01487","10/1/2019","10/1/2023","113","14000 FAUST","124870","22078655.","0101000020E61000003B7A020636CE54C0D45F7B96AC314540"
"PMB2012-00369","23/7/2019","10/1/2023","113","19526 MOROSS","311811","21079543-4","0101000020E61000005B9D94D44EBC54C0E1CFC34601374540"
"PMB2011-02914","10/1/2019","10/1/2023","113","18965 MONICA","6293","16021614.","0101000020E6100000555CBD1647C954C07CE0782721374540"
"PMB2016-03359","7/6/2019","10/1/2023","113","10827 BALFOUR","318058","21067972.","0101000020E61000002F82DFC36CBC54C0498D2773F0354540"
"PMB2008-05696","10/1/2019","10/1/2023","113","140 WORCESTER PL","48649","01005114.","0101000020E610000043F227C9B2C654C09507E97321364540"
"PMB2013-02045","21/5/2020","11/1/2023","114","13375 JANE","238054","21011881.","0101000020E6100000F23A1875A0BE54C0FD6519369E354540"
"PMB2004-30566","11/1/2019","11/1/2023","114","7423 AMERICAN","179639","18013674.","0101000020E6100000B2FB5A943AC954C0C69218ED7C2C4540"
"PMB2018-07442","11/1/2019","11/1/2023","114","5511 Charles","272168","13006895-6","0101000020E610000087B08ABF03C354C06630F0A6BB344540"
"PMB2013-02042","30/5/2019","11/1/2023","114","13342 LORETTO","238112","21012241.","0101000020E6100000002AB51BAEBE54C09258D5B5A7354540"
"PMB2017-00237","11/1/2019","11/1/2023","114","18247 ASHTON","118284","22075482.","0101000020E61000005060FEDD1CCE54C083720A2C36364540"
"PMB2013-02046","30/5/2019","11/1/2023","114","13375 LORETTO","238133","21012409.","0101000020E610000082FABF72A9BE54C006024A0DB9354540"
"PMB2018-03510","11/1/2019","11/1/2023","114","15484 STOUT","128310","22101295.","0101000020E6100000D8C440EE73CF54C0AB3CEF0EAB334540"
"PMB2016-01944","24/4/2019","11/1/2023","114","14804 ARTESIAN","125373","22084624.","0101000020E61000004CDA6B4C89CE54C030C60427B3324540"
"PMB2004-02763","11/1/2019","11/1/2023","114","15073 MAPLERIDGE","84762","21017639.","0101000020E6100000B0D6958AD7BD54C0E6554814F8364540"
"PMB2004-04932","16/5/2019","11/1/2023","114","15160 EVERGREEN","119508","22095629.","0101000020E61000005B788FD22BCF54C0513C7B8B3F334540"
"PMB2004-10938","11/1/2019","11/1/2023","114","13401 E SEVEN MILE",,,
"PMB2013-02023","30/5/2019","11/1/2023","114","13055 FILBERT","226451","21012772.","0101000020E6100000EF56110DE3BE54C03C6F5D39AE354540"
"PMB2016-03128","11/1/2019","11/1/2023","114","19682 LUMPKIN","287417","09015288.","0101000020E61000002FC6413F24C554C043511E5530384540"
"PMB2013-02029","21/5/2020","11/1/2023","114","13095 FILBERT","238230","21012777.","0101000020E61000002FF8FF11D8BE54C093AB33F8B5354540"
"PMB2018-05408","11/1/2019","11/1/2023","114","18425 FENTON","108540","22123762.","0101000020E6100000659B0D3E1CD254C08684D2603E364540"
"PMB2010-00836","11/1/2020","11/1/2023","114","4707 THIRD",,,
"PMB2019-01228","2/5/2019","11/1/2023","114","19504 EDINBOROUGH","113430","22091039.014","0101000020E610000057231B6901CF54C0423B14A9A8374540"
"PMB2004-04928","7/6/2019","11/1/2023","114","15095 EVERGREEN","121681","22096413.","0101000020E6100000C7E95B2136CF54C0FC83A61F22334540"
"PMB2004-22274","23/8/2019","11/1/2023","114","7824 WHITTAKER","35005","20004171.","0101000020E61000002E069F2E12C854C06D60B784D6274540"
"PMB2016-04031","11/1/2019","11/1/2023","114","18410 EDINBOROUGH","115788","22090971.","0101000020E6100000EF3B7B6AFACE54C0608EF31F61364540"
"PMB2013-02041","29/5/2019","11/1/2023","114","13162 AUGUST","238226","21012788.","0101000020E6100000C2EBBD0BDFBE54C0B1A6C79BBE354540"
"PMB2004-28642","14/1/2019","14/1/2023","117","3858 LEMAY","300302","21041408.","0101000020E61000000849D0C2EBBE54C0A7ECD65866304540"
"PMB2016-02431","29/7/2019","14/1/2023","117","16752 EVERGREEN","126898","22095688.","0101000020E6100000CAA50FE335CF54C0A62A75E1D2344540"
"PMB2014-00139","4/1/2019","14/1/2023","117","8860 W OUTER DRIVE","116690","22125622.","0101000020E6100000CE496646DBCE54C0AD3E0E9C57354540"
"PMB2019-00282","14/7/2021","14/1/2023","117","633 BELMONT","338723","03002744.","0101000020E6100000FB896B13F4C454C02D1736462A324540"
"PMB2010-02357","27/2/2020","14/1/2023","117","9658 BEAVERLAND","176975","22118210.","0101000020E6100000119CB40FE6D054C094C746F0EC2E4540"
"PMB2015-01581","14/1/2019","14/1/2023","117","13567 APPLETON","114631","22121528.","0101000020E6100000565B5C7A70D154C0E3CC0F7B35314540"
"PMB2018-02713","14/1/2019","14/1/2023","117","14416 GRANDVILLE","126216","22088361.","0101000020E6100000CDBEECB2C4CE54C0F66863314A324540"
"PMB2016-02591","14/1/2019","14/1/2023","117","19633 BARLOW","225504","21033333-4","0101000020E61000005F588FD5C7BF54C09583F1DC57384540"
"PMB2018-02742","14/1/2019","14/1/2023","117","12875 APPLETON","113601","22121548.","0101000020E6100000676393266FD154C09F1DA8F3E8304540"
"PMB2018-02711","5/9/2019","14/1/2023","117","22477 S KANE","135809","22009873.064","0101000020E61000006205573ED1D054C0E7E7114BC1314540"
"PMB2018-04840","15/1/2019","15/1/2023","118","18490 VAUGHAN","106194","22097933.","0101000020E610000023A0E59A51CF54C0DB7AD28780364540"
"PMB2018-06933","15/1/2019","15/1/2023","118","3303 WOODSTOCK","286403","02006071.","0101000020E6100000972B2EBDADC854C0F0B787CEF6384540"
"PMB2018-05158","15/1/2019","15/1/2023","118","19154 BEAVERLAND","107729","22118487.002","0101000020E610000032D6F2BBF7D054C045DA3BCA0B374540"
"PMB2004-11018","7/6/2019","15/1/2023","118","1536 VAN DYKE","330639","17009193.002L","0101000020E61000007AED5A04E3BF54C0815A5750A52D4540"
"PMB2016-01181","15/1/2019","15/1/2023","118","17184 DETROIT","318805","21001887.","0101000020E61000004B4AF5BF2CBB54C0F9AFFD8857334540"
"PMB2018-00296","15/1/2019","15/1/2023","118","19780 BRAILE","102247","22105461.","0101000020E61000008DF2D880C0CF54C0810C0366D1374540"
"PMB2016-02219","24/4/2019","15/1/2023","118","20569 EVERGREEN","96917","22096056.","0101000020E6100000239752B657CF54C04695A7E1B8384540"
"PMB2018-00734","15/1/2019","15/1/2023","118","11537 ROXBURY","311243","21058941.","0101000020E6100000C715AA2895BC54C0FD52538976364540"
"PMB2004-17928","15/1/2019","15/1/2023","118","832 HAZELWOOD","343146","04002348.","0101000020E610000025C0CEE097C554C03381E61381304540"
"PMB2014-01667","15/1/2019","15/1/2023","118","15412 TROESTER","93686","21016570.","0101000020E6100000C7EC142399BD54C0051B5E6D8F364540"
"PMB2018-07192","1/8/2019","15/1/2023","118","15436 Edmore","110557","21026498.","0101000020E6100000DB1188FA9BBD54C0DFBEE21939394540"
"PMB2011-02207","15/1/2019","15/1/2023","118","6217 HEREFORD","308075","21077178.","0101000020E610000016AB4AF888BB54C01DF806CB7F354540"
"PMB2007-04981","15/1/2019","15/1/2023","118","20282 CHAPEL","95998","22111479.","0101000020E61000002FA885B14ED054C0BCFF149C76384540"
"PMB2017-02702","15/1/2019","15/1/2023","118","19422 FIVE POINTS","106922","22124673.001","0101000020E6100000D81EC77B60D254C0F536A34370374540"
"PMB2015-00849","2/4/2019","15/1/2023","118","16140 KENTUCKY","100080","16036546.","0101000020E610000039E837E027CA54C043E295F887344540"
"PMB2018-06007","16/1/2019","16/1/2023","119","4935 TRENTON","163151","20010553.","0101000020E6100000938D9C1E69C954C0DD51CA6F222A4540"
"PMB2008-05043","20/12/2019","16/1/2023","119","4850 RADNOR","324724","21078230-8","0101000020E61000002B970F9BBBBA54C0AB76C39466344540"
"PMB2011-03670","16/1/2019","16/1/2023","119","20561 BURT RD","96741","22107817.023","0101000020E6100000816E69DAF5CF54C02D7D79E9AB384540"
"PMB2017-04511","16/1/2019","16/1/2023","119","3320 SPINNAKER","240101","CONDO BUILDING","0101000020E61000008B6A256BD2C054C00A5B8E8E902B4540"
"PMB2005-14857","16/1/2019","16/1/2023","119","7346 PRAIRIE","179664","18013456.","0101000020E6100000C2F6C2DD1FC954C0A6A047CE692C4540"
"PMB2015-01304","16/1/2019","16/1/2023","119","15692 MAPLERIDGE","83156","21017383.","0101000020E6100000F93B1FB159BD54C00B831AB0EA364540"
"PMB2015-00413","16/1/2019","16/1/2023","119","14385 WESTWOOD","147909","22089946.","0101000020E61000002436AD4BE1CE54C00769F8253B324540"
"PMB2005-10857","16/1/2020","16/1/2023","119","1448 WOODWARD","47356","01004125.000","0101000020E6100000198A56211FC354C063D155C4DA2A4540"
"PMB2018-03254","16/1/2019","16/1/2023","119","19935 HOUGHTON","107415","22115424.","0101000020E6100000CFC51A1AB9D054C03ABDE944F4374540"
"PMB2018-03298","16/1/2019","16/1/2023","119","6342 MARSEILLES","308952","21077645.","0101000020E6100000E745CF2863BB54C0FB7BCB0EBA354540"
"PMB2018-00109","16/1/2019","16/1/2023","119","12652 VIRGIL","111733","22120967.","0101000020E61000006DBA554351D154C0AB0167A998304540"
"PMB2007-01335","16/1/2019","16/1/2023","119","5269 BERKSHIRE","321417","21069327.","0101000020E6100000588EA48496BC54C054E76A6099334540"
"PMB2017-00874","17/1/2019","17/1/2023","120","4248 YORKSHIRE","317612","21073137.","0101000020E610000003CD17EB8CBB54C03525CCDD21334540"
"PMB2006-02224","17/1/2019","17/1/2023","120","4796 ALTER","311530","21062907.","0101000020E6100000DEFFC1E901BD54C065751137B1324540"
"PMB2004-21084","17/1/2019","17/1/2023","120","7268 EVERGREEN","161027","22095021-2","0101000020E61000006ADE4D000CCF54C0DC9555950E2C4540"
"PMB2018-05441","30/11/2020","17/1/2023","120","18320 ASHTON","118299","22075184.","0101000020E610000052D8D61A14CE54C0C977AEE556364540"
"PMB2018-05027","17/1/2019","17/1/2023","120","18331 WARWICK","118040","22086263.","0101000020E6100000A3AB3EE4B5CE54C047EECFF553364540"
"PMB2005-09062","27/8/2019","17/1/2023","120","8091 MANOR","191749","18018526.","0101000020E610000037A732FDA8CA54C05E9991F32C2D4540"
"PMB2004-25458","17/1/2019","17/1/2023","120","12803 CONWAY","1686","20018540-81","0101000020E610000095A3AB8C63CA54C006B55F179E224540"
"PMB2003-04479","5/4/2021","17/1/2023","120","19457 BILTMORE","80014","22064295-6","0101000020E6100000EF2431F294CD54C0B3DB3D99A3374540"
"PMB2003-02612","17/1/2019","17/1/2023","120","9131 QUINCY","56740","14006829.","0101000020E610000093600E4AC9C754C066B605FB252F4540"
"PMB2017-01966","17/1/2019","17/1/2023","120","11609 SOMERSET","311964","21067336.","0101000020E61000009735470533BC54C0647A0257C7364540"
"PMB2016-01081","7/6/2019","17/1/2023","120","19941 KEYSTONE","290518","13016266.","0101000020E61000006E49589150C354C00097A8A088384540"
"PMB2003-01400","6/6/2019","17/1/2023","120","8151 ROLYAT","266713","17005632.","0101000020E610000081232FBC5AC154C07B001D3D4B384540"
"PMB2018-04592","30/11/2020","17/1/2023","120","19166 BENTLER","97347","22110684.","0101000020E61000002916CD1A34D054C0C8CB6E4B15374540"
"PMB2004-06853","22/1/2020","17/1/2023","120","19495 MANSFIELD","64263","22057520.","0101000020E610000017B3D5333BCD54C06DA46661B9374540"
"PMB2018-06996","27/3/2019","18/1/2023","121","16151 DALE","131354","22122303.","0101000020E610000061F27B7AA6D154C09C03716C42344540"
"PMB2013-00842","18/1/2019","18/1/2023","121","3910 CHATSWORTH","319398","21068879.","0101000020E61000005B0E9FA32CBC54C015ECD7F738324540"
"PMB2005-16023","26/4/2021","18/1/2023","121","4127 NEFF","318988","21076368-9","0101000020E6100000291AA2ECEFBA54C0B21D780E5F334540"
"PMB2016-03696","2/8/2019","18/1/2023","121","7941 AGNES","330187","17010313.004L","0101000020E610000053A208DBE0BF54C0066DFF696B2D4540"
"PMB2018-05520","18/1/2019","18/1/2023","121","19961 GREYDALE","97471","22112832.","0101000020E6100000C56E1DCE7DD054C062E3540908384540"
"PMB2018-04251","16/5/2019","18/1/2023","121","15437 EVERGREEN","118914","22096381.","0101000020E6100000EFA1B0CF38CF54C01E36FF6997334540"
"PMB2018-01373","26/4/2019","18/1/2023","121","15703 AUBURN","126328","22092594.","0101000020E61000008A745A0410CF54C04FF255B4C5334540"
"PMB2011-01798","15/8/2019","18/1/2023","121","15434 AUBURN","127181","22092542.","0101000020E6100000281FABB405CF54C0718FC8478B334540"
"PMB2018-02594","18/1/2019","18/1/2023","121","19344 BRAILE","102886","22105431.","0101000020E61000003DB6A102BECF54C054B9448453374540"
"PMB2018-05282","18/1/2019","18/1/2023","121","22725 N KANE","135574","22009873.092","0101000020E61000005A99C6CEDDD054C0560CD7F018324540"
"PMB2018-05104","18/1/2019","18/1/2023","121","19775 BURGESS","97614","22112205.","0101000020E6100000202CBA2D69D054C047ECBF5DC5374540"
"PMB2009-01470","18/1/2019","18/1/2023","121","15516 EDMORE DR","110652","21026487.","0101000020E61000004FE976C583BD54C096AA333539394540"
"PMB2018-05881","18/1/2019","18/1/2023","121","20066 BILTMORE","69031","22064183.","0101000020E610000009CF2DBE93CD54C0AC4CA3C957384540"
"PMB2007-00192","12/7/2019","20/1/2023","123","15750 TRINITY","110648","22108520.","0101000020E610000048ABA363E2CF54C0CD0FBF33DD334540"
"PMB2019-00260","12/7/2019","20/1/2023","123","15754 TRINITY","110649","22108521.","0101000020E6100000500070F0E1CF54C054E7DD1BE1334540"
"PMB2005-19511","10/6/2019","21/1/2023","124","15729 STOUT","128121","22101739-40","0101000020E6100000B26562037DCF54C06A8DFC45D3334540"
"PMB2018-05630","21/1/2019","21/1/2023","124","20452 PEMBROKE","102181","22018086.","0101000020E6100000F469A427A7CF54C04B230892EB374540"
"PMB2018-04064","22/1/2019","22/1/2023","125","12494 WHITEHILL","307731","21058238.","0101000020E61000004F7FE49FB7BC54C0D61A26FA2B374540"
"PMB2018-04627","31/5/2019","22/1/2023","125","16820 FENTON","106548","22123640.003L","0101000020E6100000B8438A600BD254C03D964107C6344540"
"PMB2017-00660","23/1/2019","22/1/2023","125","11087 LAKEPOINTE","317264","21064962.","0101000020E6100000F0719A36EBBC54C0031493A2CC354540"
"PMB2004-12728","22/1/2019","22/1/2023","125","3316 STURTEVANT","30442","12003937.","0101000020E6100000BA0AB5BC11C854C085AC480C4F314540"
"PMB2018-05469","3/7/2019","22/1/2023","125","16843 FENTON","106120","22123831.","0101000020E610000017AC948514D254C033424027CF344540"
"PMB2018-04635","15/7/2019","22/1/2023","125","24425 FLORENCE","106589","22012456.","0101000020E61000002528B19B02D254C071866B1863344540"
"PMB2004-27956","22/1/2019","22/1/2023","125","11303 ROXBURY","317383","21058959.","0101000020E6100000E831FBC7B4BC54C0B0EA4DF01E364540"
"PMB2018-03689","22/1/2019","22/1/2023","125","3951 AVERY","44558","08007234.","0101000020E6100000A38D24EAF6C454C0133D58671A2C4540"
"PMB2004-01672","22/1/2019","22/1/2023","125","800 ALTER","332300","21062685.","0101000020E6100000E405384702BC54C060DF0D7AB62F4540"
"PMB2018-04041","8/5/2019","22/1/2023","125","16945 LENORE","106530","22123584.001","0101000020E61000009A2B296FFFD154C050BEF541FB344540"
"PMB2008-01956","22/1/2019","22/1/2023","125","19190 BLACKSTONE","98820","22109218.008","0101000020E6100000A24A35190DD054C081A4791122374540"
"PMB2018-04040","10/5/2019","22/1/2023","125","16626 WORMER","106751","22123066.002","0101000020E6100000EB5A0925DED154C0FE0A7D67A7344540"
"PMB2018-04638","5/6/2019","22/1/2023","125","17315 FENTON","107019","22123808.","0101000020E6100000878B8ECB17D254C0FCB58E4E61354540"
"PMB2018-04521","22/1/2019","22/1/2023","125","6303 ASHTON","170513","22076004.","0101000020E6100000979C2047E5CD54C0A9744D430A2B4540"
"PMB2019-00142","22/1/2019","22/1/2023","125","13915 COLLINGHAM","186451","21027112.","0101000020E61000008A0CD8B7C6BE54C0E615FC1F57394540"
"PMB2018-03650","15/5/2019","22/1/2023","125","20092 STAHELIN","95306","22083374.","0101000020E61000001362967897CE54C04D7A059655384540"
"PMB2019-03522","22/1/2020","22/1/2023","125","710 VIRGINIA PARK","341116","04001914.","0101000020E61000003F1AFFD345C554C0A477AEFAF42F4540"
"PMB2019-00231","16/1/2019","22/1/2023","125","16129 Beaverland","131344","22118583.","0101000020E610000026D4AEFF07D154C05A8662B843344540"
"PMB2017-02077","22/1/2019","22/1/2023","125","16847 MANOR","94385","16045662.","0101000020E61000007CE36099D3CA54C0D10EB5391E354540"
"PMB2010-04019","17/3/2020","23/1/2023","126","12210 LANSDOWNE","310924","21058437.","0101000020E61000008F44CC09C0BC54C05057E6CCD5364540"
"PMB2004-04357","7/6/2019","23/1/2023","126","15857 EVERGREEN","126480","22096339.","0101000020E6100000E457AE383BCF54C0D1EB03BA14344540"
"PMB2014-00420","22/5/2019","23/1/2023","126","15861 EVERGREEN","126477","22096338.","0101000020E6100000A4FC63F73ACF54C05BC978E519344540"
"PMB2012-04372","16/5/2019","23/1/2023","126","15300 STAHELIN","123237","22083126.","0101000020E610000035E2E5DD78CE54C082C1DF1E56334540"
"PMB2019-00307","3/7/2019","23/1/2023","126","18655 BLACKMOOR","228106","17016187.","0101000020E610000087C6D099D8C054C0B71E94A339374540"
"PMB2009-05186","23/1/2019","23/1/2023","126","8966 ROHNS","291658","19009260-1","0101000020E6100000F0C84D46E2C054C093F9C65499324540"
"PMB2004-03297","10/11/2020","23/1/2023","126","14276 LAUDER","149064","22041843.","0101000020E61000009CED01B82DCC54C02BD0C5842E324540"
"PMB2004-04356","22/5/2019","23/1/2023","126","15854 EVERGREEN","127030","22095665.","0101000020E61000001F308CD531CF54C0D41086BC15344540"
"PMB2016-01553","1/11/2019","23/1/2023","126","18328 GLASTONBURY","118228","22082133.","0101000020E6100000DDFFA5BB39CE54C04C1E91BB59364540"
"PMB2005-10652","8/4/2021","23/1/2023","126","14017 STEEL","183116","22022988.","0101000020E610000005DC8E1BF5CA54C03CBFF20CE7314540"
"PMB2013-01243","29/3/2019","23/1/2023","126","8574 W OUTER DRIVE","101001","22125595.","0101000020E610000017EA99D3A3CE54C020B7E9E2AB354540"
"PMB2003-03407","22/1/2020","23/1/2023","126","13945 MONTROSE","151179","22053231.","0101000020E6100000BC742EEFD4CC54C012A967D59F314540"
"PMB2009-05820","23/1/2019","23/1/2023","126","20277 GLASTONBURY","96463","22082286.","0101000020E61000009B83D22054CE54C09F6805388D384540"
"PMB2018-03582","17/4/2019","23/1/2023","126","15312 HEYDEN","128512","22099143.","0101000020E610000066C26D6750CF54C049E89FB954334540"
"PMB2018-04255","31/5/2019","23/1/2023","126","16578 ASHTON","122339","22075114.","0101000020E6100000AA8147A00DCE54C02F5EEC21A4344540"
"PMB2005-17885","28/1/2020","23/1/2023","126","14156 LAUDER","155964","22041827.","0101000020E61000008668DE792CCC54C0B21D34A4F6314540"
"PMB2004-10675","9/7/2019","23/1/2023","126","15303 PROMENADE","302015","21009185.","0101000020E61000001217EAC2A2BD54C0E39F30C0E2344540"
"PMB2019-00228","23/1/2019","23/1/2023","126","13958 PLAINVIEW","147830","22093848.","0101000020E61000007E5C763F10CF54C04D3A5B7591314540"
"PMB2018-03584","29/3/2019","23/1/2023","126","15165 GRANDVILLE","123512","22088703.","0101000020E610000029B47FAAD3CE54C0B67A14F347334540"
"PMB2016-02140","23/1/2019","23/1/2023","126","14951 PIEDMONT","126150","22087575.","0101000020E6100000D7A6B488BECE54C0920ED2BFF2324540"
"PMB2018-03073","23/1/2019","23/1/2023","126","19745 SNOWDEN","34587","22028039.","0101000020E6100000BFD6C22172CB54C0AF23F3B2F4374540"
"PMB2014-01668","23/1/2019","23/1/2023","126","15491 TROESTER","91738","21016840.","0101000020E6100000ADEBCA1881BD54C0655E64429C364540"
"PMB2018-05601","23/1/2019","23/1/2023","126","15837 CARLISLE","100525","21027708.","0101000020E610000017FCF7E94CBD54C06980E49884394540"
"PMB2018-04257","23/1/2019","23/1/2023","126","612 LODGE","245013","19006255.","0101000020E6100000D17CCA4EFFBE54C08E619CAFDB2D4540"
"PMB2005-17791","22/1/2020","23/1/2023","126","14840 MARLOWE","133298","22040738.","0101000020E61000002D0780ED20CC54C097F0A172E5324540"
"PMB2017-02961","23/1/2019","23/1/2023","126","5950 KENSINGTON","306590","21072855.","0101000020E61000001581D65224BC54C0DF69D56BAB344540"
"PMB2004-27285","23/1/2019","23/1/2023","126","11059 LAKEPOINTE","234912","21064966.","0101000020E61000000619ADEFEEBC54C0FCD87E23C1354540"
"PMB2018-04253","7/6/2019","23/1/2023","126","15776 PLAINVIEW","127131","22093970.","0101000020E61000002E7EE41D1DCF54C070EDE779F7334540"
"PMB2018-04252","23/1/2019","23/1/2023","126","15492 GRANDVILLE","122930","22088435.","0101000020E6100000054BFD4CCACE54C038A06B2BB5334540"
"PMB2005-10524","23/1/2019","23/1/2023","126","18994 RIVERVIEW","119731","22121918.","0101000020E6100000E0BD1EE99AD154C08AD1470DCA364540"
"PMB2003-04470","26/8/2020","23/1/2023","126","14277 MARLOWE","149065","22041336.","0101000020E61000003C8C729024CC54C0409C67732F324540"
"PMB2014-00401","15/10/2019","23/1/2023","126","8841 ROSELAWN","201951","18014257.","0101000020E61000004A0471D197C954C04ABBFCF60F2E4540"
"PMB2004-04355","20/5/2019","23/1/2023","126","15851 EVERGREEN","126479","22096340.","0101000020E6100000E457AE383BCF54C0D1EB03BA14344540"
"PMB2018-04838","17/3/2020","23/1/2023","126","16031 TACOMA","128168","21023902.","0101000020E6100000E855C57322BD54C0EA96668397384540"
"PMB2005-17834","3/3/2020","24/1/2023","127","15850 GREENFIELD","140886","22050016.","0101000020E6100000523701EBB5CC54C0BABEEFA930344540"
"PMB2018-00853","28/7/2021","24/1/2023","127","7154 WALDO","161474","18001994.","0101000020E6100000C2E42C7F53C854C075331B9FE2294540"
"PMB2004-00701","23/7/2020","24/1/2023","127","15365 ASBURY PARK","139515","22061978.","0101000020E6100000990DB2655BCD54C0F5AA572D8D334540"
"PMB2006-04549","24/1/2019","24/1/2023","127","14444 SOUTHFIELD","124061","22073266.","0101000020E6100000237A18F5E8CD54C09CB5EF0061324540"
"PMB2004-04936","22/1/2020","24/1/2023","127","15366 GREENFIELD","141275","22049977.","0101000020E6100000AAE6D426B2CC54C0E076468794334540"
"PMB2018-01842","24/1/2019","24/1/2023","127","13941 CHATHAM","138523","22117243.008","0101000020E610000021759F12E4D054C0EFAD7E3E80314540"
"PMB2005-17829","12/4/2021","24/1/2023","127","14184 WINTHROP","152409","22051785.","0101000020E6100000EC7584A7BDCC54C08BCEBB3EFE314540"
"PMB2005-17828","22/1/2020","24/1/2023","127","13564 WINTHROP","136817","22051748.","0101000020E61000002BF790D0BBCC54C069CD01BB61314540"
"PMB2017-00559","31/10/2019","24/1/2023","127","12890 DALE","113642","22122136.","0101000020E61000002FAB36278FD154C0C219F4A1EE304540"
"PMB2018-05710","24/1/2019","24/1/2023","127","17126 STAHELIN","100510","22083195.","0101000020E6100000856B8C407ECE54C065214C613B354540"
"PMB2017-02531","24/1/2019","24/1/2023","127","19408 CONLEY","291817","13016588.","0101000020E61000002FEFB3FF5DC354C07394019FFF374540"
"PMB2004-07607","14/1/2021","24/1/2023","127","18275 TRACEY","67055","22031742.","0101000020E6100000AF168A1CA0CB54C0397BB4B864364540"
"PMB2005-12847","24/1/2019","24/1/2023","127","8616 WILDEMERE","55982","12002121.002L","0101000020E61000004B6953FA1CC754C07F63FE46F82E4540"
"PMB2004-04744","24/1/2019","24/1/2023","127","14900 TIREMAN","542790","22001891-3","0101000020E610000060D2E75D32CC54C0D5B43C19F52C4540"
"PMB2004-24305","24/1/2019","24/1/2023","127","8500 PREST","189899","22048379.","0101000020E6100000E70C5DCF82CC54C097CCC2A18E2D4540"
"PMB2019-00313","25/1/2019","25/1/2023","128","8364 ROLYAT","266621","17005597-8","0101000020E6100000EAF5FE422AC154C07E8CFFE440384540"
"PMB2004-27912","30/8/2019","25/1/2023","128","8732 DENNISON","185167","20009480.","0101000020E6100000EC98AB29CAC954C09C3374F5D92A4540"
"PMB2006-03193","25/6/2019","25/1/2023","128","349 NEWPORT","337955","21054342.","0101000020E6100000472791093DBC54C05EFC3DB7762E4540"
"PMB2012-05291","24/5/2019","25/1/2023","128","16771 PATTON","119001","22104454.","0101000020E6100000761F97F7A6CF54C0B74EBB31D9344540"
"PMB2018-06237","25/1/2019","25/1/2023","128","15344 STOUT","128347","22101278.","0101000020E61000002B4F833072CF54C07ED909FC68334540"
"PMB2019-00278","25/1/2019","25/1/2023","128","3809 DUBOIS","259883","09004376.","0101000020E61000003E3ABDD26DC254C0D675ACABBA2D4540"
"PMB2018-01979","25/1/2020","25/1/2023","128","9341 AGNES","333257","19006644-50","0101000020E6100000DDF315D30CBF54C0DE025845322E4540"
"PMB2018-01327","24/4/2019","25/1/2023","128","14406 PIERSON","146672","22106435.","0101000020E6100000886405FCB3CF54C0F16A76783B324540"
"PMB2005-03504","24/4/2019","26/1/2023","129","14825 CHAPEL","146997","22111728.","0101000020E61000000247B89B35D054C0469C7337AC324540"
"PMB2018-03792","19/7/2019","26/1/2023","129","13920 CHATHAM","133065","22116881.004","0101000020E6100000CEE09A0BDBD054C089E408A677314540"
"PMB2018-02700","21/10/2019","26/1/2023","129","14015 FAUST","124885","22079150.","0101000020E6100000284A26EF40CE54C0914622BFB2314540"
"PMB2017-00484","24/4/2019","26/1/2023","129","6142 MARSEILLES","305524","21077630.","0101000020E61000003EFB6EFC50BB54C0AFF77F1B83354540"
"PMB2004-02624","3/3/2020","27/1/2023","130","14700 E EIGHT MILE","183188","21028111-131","0101000020E6100000FEDF739E36BE54C08F450B8A82394540"
"PMB2008-02471","28/1/2020","28/1/2023","131","5601 CASPER","186615","20006921.","0101000020E6100000B19C312C15C954C0E129BD0AE82A4540"
"PMB2018-02102","28/1/2019","28/1/2023","131","4610 CHATSWORTH","313303","21068909.","0101000020E610000098CB884A61BC54C0DB8A88ABD8324540"
"PMB2019-00076","6/5/2019","28/1/2023","131","15016 Lamphere","134263","22116237.","0101000020E6100000D73ADC33BAD054C0B7E9CA40EE324540"
"PMB2004-08666","23/4/2019","28/1/2023","131","13999 HEYDEN","143893","22099766.","0101000020E6100000C82A3D3350CF54C0ED584EA89F314540"
"PMB2016-03800","1/8/2019","28/1/2023","131","16217 WESTMORELAND","127011","22093503.","0101000020E61000001421C4901FCF54C0AA5FD2825A344540"
