"inspection_id","establishment_id","name","inspection_date","inspection_type","inspector_id","priority_violations","foundation_violations","core_violations","total_corrected_priority___foun","in_compliance"
"36453","4436","Domino's Pizza","9/14/2016","Routine Inspection","129","0","0","1","0","Yes"
"36454","3627","The Coffee Shop & Deli","9/15/2016","Routine Inspection","114","0","0","0","0","Yes"
"36455","2666","Kentucky Fried Chicken","9/14/2016","Routine Inspection","129","0","0","1","0","Yes"
"36456","1282","Tim Horton's","9/15/2016","Routine Inspection","129","1","0","2","1","Yes"
"36457","1528","Little Caesar's Pizza #167","9/15/2016","Routine Inspection","129","1","2","4","3","Yes"
"36458","1388","Golightly Career Tech","9/14/2016","Routine Inspection","87","0","0","2","0","Yes"
"36459","5227","Al Namer Fish & Seafood #2 LLC","9/15/2016","Routine Inspection","87","0","1","1","1","Yes"
"36460","517","Subway","9/15/2016","Routine Inspection","87","0","1","2","1","Yes"
"36461","3784","Motor City Casino - Theatre Bar #2","9/13/2016","Routine Inspection","87","0","1","0","1","Yes"
"36464","5173","El Salpicon","9/16/2016","Routine Inspection","128","2","1","2","3","Yes"
"36466","5225","Harlem Fresh Fish & Chicken LLC","8/3/2016","Routine Inspection","124","1","0","0","1","Yes"
"36482","1100","Pano's Restaurant","9/19/2016","Closed - Temporary","122","0","0","0","0","Yes"
"36483","5206","Bucharest Grill","9/16/2016","Complaint","87","0","0","0","0","Yes"
"36484","651","Harbortown Pizza & Subs Inc. d/b/a Jet's","8/4/2016","Routine Inspection","87","1","0","4","1","Yes"
"36487","2131","Twisted Dairy","9/15/2016","Routine Inspection","129","1","0","0","1","Yes"
"36488","2130","White Castle #38","9/16/2016","Routine Inspection","129","2","0","3","2","Yes"
"36489","852","John R King Academic & Performing Arts ","9/19/2016","Complaint","129","0","0","0","0","Yes"
"36491","5361","Silver Rain (Truth)","9/13/2016","Routine Inspection","126","1","1","3","2","No"
"36492","4325","Cleopatra","9/19/2016","Routine Inspection","87","0","1","0","1","Yes"
"36493","881","Mannecrop Inc./The Horse (Crazy Horse)","9/19/2016","Routine Inspection","124","3","5","5","8","No"
"36494","3788","Motor City Casino - Theatre Bar #4","9/13/2016","Routine Inspection","87","0","1","1","1","Yes"
"36495","2620","The Aretha Franklin Amphiteatre","9/20/2016","Routine Inspection","87","0","0","12","0","No"
"36496","3275","Federal Reserve Bank Detroit Branch","9/8/2016","Routine Inspection","114","2","1","2","3","Yes"
"36497","2021","Fort St. Eats d/b/a Johnny Noodle King","9/20/2016","Routine Inspection","87","0","0","3","0","Yes"
"36499","4974","Motor City Sweet Shop","9/20/2016","Unlicensed Establish","129","0","0","0","0","Yes"
"36500","1377","Dynamo Corned Beef Deli","9/21/2016","Routine Inspection","127","0","2","2","2","No"
"36501","1958","Hollywood Coney Island","9/15/2016","Routine Inspection","127","2","0","2","2","Yes"
"36502","3770","Motor City Casino - Associates Dining Rm","9/21/2016","Routine Inspection","124","0","0","0","3","Yes"
"36503","5160","Olympia Coney Island","9/15/2016","Routine Inspection","127","1","0","1","1","Yes"
"36504","869","Ludington Magnet Middle School (5-8)","9/15/2016","Routine Inspection","127","1","0","1","1","Yes"
"36506","1169","Madison Carver Academy","9/15/2016","Routine Inspection","127","0","0","0","0","Yes"
"36507","2816","J J's Fish and Chicken","9/13/2016","Routine Inspection","127","0","1","0","1","Yes"
"36508","929","City Limits Bar and Grill","9/16/2016","Routine Inspection","127","0","0","1","0","No"
"36510","1121","Club 228","9/15/2016","Routine Inspection","112","0","0","0","0","Yes"
"36511","4323","Captain Jay's Fish & Chicken #104","9/15/2016","Routine Inspection","112","0","1","1","1","No"
"36512","5341","QuickFire Grille","9/22/2016","Routine Inspection","129","1","1","1","2","Yes"
"36513","5025","New Bentley Lounge","9/13/2016","Routine Inspection","112","0","0","0","0","Yes"
"36515","5230","Detroit Fresh Fish & Chicken Market inc.","9/13/2016","Routine Inspection","112","0","1","0","1","Yes"
"36516","5292","Subway","9/22/2016","Routine Inspection","129","0","0","0","0","Yes"
"36517","5189","Dilla's Delight's LLC","9/20/2016","Routine Inspection","121","2","0","0","0","No"
"36518","1261","Pegasus Taverna","9/20/2016","Routine Inspection","121","4","2","6","4","No"
"36519","4850","SS Peter and Paul Jesuit Church","9/21/2016","Routine Inspection","121","0","0","0","0","Yes"
"36520","1111","Nathan's Deli","9/21/2016","Routine Inspection","95","0","0","1","0","Yes"
"36521","747","U Of D-Law School Metz Culinary Mgt","9/21/2016","Routine Inspection","121","0","4","2","2","No"
"36522","5112","Mo' Better Blues","9/21/2016","Routine Inspection","121","5","5","2","1","No"
"36523","4098","Checkers #3310","9/20/2016","Routine Inspection","129","1","0","1","1","Yes"
"36525","3879","Franks Anatra","9/20/2016","Routine Inspection","129","1","0","0","1","Yes"
"36526","4622","Subway 51089","9/22/2016","Routine Inspection","129","1","0","1","1","Yes"
"36527","5168","The Real McCoy Southern Bar-B-Cue","9/19/2016","Routine Inspection","127","1","0","0","1","Yes"
"36528","1267","Church's Fried Chicken #991","9/19/2016","Routine Inspection","127","0","1","4","1","No"
"36529","5340","Spud HeadZ Food Truck","9/15/2016","Preopening/New","122","0","1","4","1","Yes"
"36530","5233","Evergreen Fish Express LLC","9/20/2016","Routine Inspection","112","1","0","1","1","Yes"
"36531","353","Aurora Coney Island","9/21/2016","Routine Inspection","127","1","1","3","2","Yes"
"36532","1380","Doubletree Detroit/Dearborn","9/21/2016","Routine Inspection","112","0","2","0","2","Yes"
"36533","1005","Burger King #1009","9/15/2016","Routine Inspection","121","1","0","5","0","No"
"36534","5357","A 1 Fish & Chicken LLC","9/20/2016","Routine Inspection","112","1","4","1","5","Yes"
"36535","5212","Beyond Juicery & Eatery","8/23/2016","Routine Inspection","114","0","0","0","0","Yes"
"36536","5234","Fish & Chicken Stop Inc.","9/21/2016","Routine Inspection","112","0","1","0","1","Yes"
"36537","2684","Little Caesar's Pizza #157","9/20/2016","Routine Inspection","124","2","2","2","4","Yes"
"36538","3921","Westside Christian Academy","9/21/2016","Routine Inspection","112","0","0","0","0","Yes"
"36539","4416","Detroit Innovation Academy","9/21/2016","Routine Inspection","112","0","0","0","0","Yes"
"36541","4218","Comerica Park- Kitchens Upper/Lower","8/31/2016","Routine Inspection","121","0","0","0","0","Yes"
"36542","1093","Church's Fried Chicken #456","9/26/2016","Routine Inspection","127","2","0","4","2","No"
"36543","5026","Old Redford Kitchen & Cafe","9/21/2016","Routine Inspection","127","0","1","0","1","Yes"
"36544","4281","Tai Ho","9/25/2016","Routine Inspection","127","1","1","3","2","No"
"36545","3412","Number 1 Chinese Restaurant","9/22/2016","Routine Inspection","87","0","0","0","0","Yes"
"36546","3470","Starbucks Coffee","9/22/2016","Preopening/Other","122","0","0","0","0","Yes"
"36547","3470","Starbucks Coffee","9/26/2016","Plan Review/Evaluat","122","0","0","0","0","Yes"
"36548","3903","Westin Book Cadillac Detroit","9/21/2016","Routine Inspection","130","3","3","2","6","Yes"
"36549","5164","Burger King #21688","9/21/2016","Routine Inspection","129","3","0","3","2","No"
"36552","4927","Davis Aerospace Tech High @ Golightly Te","9/22/2016","Routine Inspection","87","0","0","2","0","No"
"36553","3412","Number 1 Chinese Restaurant","9/22/2016","Routine Inspection","87","1","0","2","1","Yes"
"36555","1684","Ye Olde Tap Room","9/27/2016","Routine Inspection","87","0","1","4","1","Yes"
"36556","5324","Captain Jay's Fish & Chicken","8/18/2016","Pre-opening","112","1","0","2","1","Yes"
"36557","3956","Motor City Kitchen","9/28/2016","Routine Inspection","124","1","3","2","4","Yes"
"36558","5009","Uncle Big John's Fresh Fish Mkt.","9/20/2016","Routine Inspection","129","0","0","3","0","Yes"
"36559","2100","Popeye's #933","9/21/2016","Routine Inspection","127","1","0","0","1","Yes"
"36561","4017","Little Caesar's Pizza","9/28/2016","Routine Inspection","87","1","0","1","1","Yes"
"36562","1039","Chrysler Elementary","9/26/2016","Routine Inspection","130","0","0","1","0","Yes"
"36563","3496","The Bean Bar","9/28/2016","Routine Inspection","130","0","1","1","1","Yes"
"36564","3583","Frank's Deli in the Buhl","9/28/2016","Routine Inspection","130","1","0","1","1","Yes"
"36565","240","The Detroit Club ","9/28/2016","Routine Inspection","130","0","0","0","0","Yes"
"36566","3447","Detroit Community Schools","9/28/2016","Routine Inspection","112","0","0","0","0","Yes"
"36567","4337","MacKenzie PK-8","9/28/2016","Routine Inspection","112","0","0","1","0","Yes"
"36568","3402","Detroit Premier Academy Charter School","9/28/2016","Routine Inspection","112","0","1","0","1","Yes"
"36569","5221","Captain Jay's #119","9/20/2016","Routine Inspection","129","0","2","3","2","No"
"36570","5274","Moma Shirley's Soul Food","9/22/2016","Routine Inspection","124","5","5","1","8","No"
"36571","4169","Lynn's Fish & Chicken","9/27/2016","Routine Inspection","124","0","3","0","3","Yes"
"36572","1895","L. George's Coney Island ","9/27/2016","Routine Inspection","130","6","2","4","5","No"
"36573","1913","Happy's Pizza #4","9/27/2016","Routine Inspection","129","2","3","9","4","No"
"36575","5176","Mary's Grill #2","8/23/2016","Routine Inspection","112","1","1","0","2","Yes"
"36576","1179","Nicky D's Coney Island","9/28/2016","Routine Inspection","129","2","1","6","3","No"
"36577","3444","Adams-Butzel Recreation Center","9/28/2016","Routine Inspection","129","0","0","1","0","Yes"
"36578","825","Bates Academy","9/29/2016","Routine Inspection","129","0","0","0","0","Yes"
"36580","3163","Detroit Public Safety Academy","9/28/2016","Routine Inspection","87","0","1","1","1","No"
"36583","2268","High Noon Saloon","9/29/2016","Routine Inspection","87","1","0","2","1","Yes"
"36585","5161","Southern Fire Bistro & Lounge","9/29/2016","Complaint","87","0","0","0","0","Yes"
"36586","2466","Pizza Hut #26290","9/29/2016","Routine Inspection","87","0","2","5","2","No"
"36587","282","Marshalls Bar","9/29/2016","Routine Inspection","87","1","1","3","2","Yes"
"36590","4427","Steve's Detroit Deli","9/27/2016","Routine Inspection","121","0","0","0","0","Yes"
"36591","1089","Loco Bar & Grill","9/27/2016","Routine Inspection","121","1","4","7","4","No"
"36592","4011","Five Guy's Burgers & Fries","9/27/2016","Routine Inspection","121","0","1","1","0","No"
"36593","4461","Antietam","9/27/2016","Routine Inspection","121","0","2","1","2","Yes"
"36594","907","Emerson K-8 School","9/29/2016","Routine Inspection","127","0","0","0","0","Yes"
"36595","2603","Emerson Annex","9/29/2016","Routine Inspection","127","0","0","0","0","Yes"
"36596","3679","MGM Grand Casino- Main Kitchen","9/29/2016","Routine Inspection","121","0","0","0","0","Yes"
"36597","2669","Fish Express 1-Pizza Palace","9/27/2016","Routine Inspection","127","2","1","2","1","No"
"36598","3685","MGM Grand Casino- Palette","9/29/2016","Routine Inspection","121","0","0","3","0","No"
"36599","3092","The Original Waves Inn","9/22/2016","Routine Inspection","127","0","2","1","2","Yes"
"36601","371","Detroit #1 Coney Island","9/29/2016","Routine Inspection","129","3","3","5","5","No"
"36603","4904","Gold Cash Gold","9/30/2016","Routine Inspection","87","0","1","2","1","No"
"36604","626","Detroit Edison Boat Club","9/30/2016","Routine Inspection","87","0","0","7","0","Yes"
"36606","1548","Anani ","9/19/2016","Routine Inspection","87","0","0","4","0","Yes"
"36607","2078","Universal Coney Island","9/27/2016","Routine Inspection","127","3","4","3","7","No"
"36608","1196","Church's Fried Chicken #975","8/31/2016","Routine Inspection","87","0","0","1","0","No"
"36609","4168","Star Life Bar & Grill","9/29/2016","Routine Inspection","127","0","2","1","2","No"
"36610","4799","Drive Table Tennis Social Club","9/30/2016","Routine Inspection","124","1","1","3","2","Yes"
"36611","4449","Carnival Fresh Mex","9/30/2016","Routine Inspection","124","1","0","3","1","Yes"
"36612","1305","Teenie's Deli Inc.","9/29/2016","Routine Inspection","127","1","3","0","4","Yes"
"36614","1003","T & J Coney Island","9/27/2016","Routine Inspection","127","2","1","1","2","No"
"36615","3593","Redford Theater","8/17/2016","Routine Inspection","127","0","0","0","0","Yes"
"36616","3862","Good People Popcorn","8/16/2016","Routine Inspection","127","0","2","2","2","No"
"36617","4954","Freshii ","9/30/2016","Routine Inspection","127","1","0","1","1","Yes"
"36618","219","American Coney Island, Inc.","9/30/2016","Routine Inspection","127","1","0","0","1","Yes"
"36619","619","Lafayette Enterprises Inc","9/30/2016","Routine Inspection","127","1","1","0","2","Yes"
"36621","720","Lucy & Ethel's Diner","9/30/2016","Routine Inspection","112","0","2","0","2","Yes"
"36622","5161","Southern Fire Bistro & Lounge","9/30/2016","Complaint","87","0","0","0","0","Yes"
"36624","1068","Burger King #767","10/3/2016","Routine Inspection","87","0","0","4","0","Yes"
"36625","2655","TV Lounge","9/30/2016","Routine Inspection","112","3","3","3","3","No"
"36627","3662","Captain J Fish & Chicken #105","9/16/2016","Routine Inspection","87","0","1","2","1","Yes"
"36628","1415","The Whitney Restaurant","9/29/2016","Complaint","114","0","0","0","0","Yes"
"36629","5109","Andiamo Concert Venue","9/28/2016","Routine Inspection","83","0","0","0","0","Yes"
"36632","3481","Cecil Center--Matrix","10/4/2016","Routine Inspection","124","0","0","1","0","Yes"
"36633","944","Priest Elementary","10/4/2016","Routine Inspection","124","1","0","0","1","Yes"
"36634","431","Club Venus","10/4/2016","Routine Inspection","124","3","6","6","9","Yes"
"36635","1565","Brewery Park Deli","10/4/2016","Routine Inspection","121","0","1","2","0","No"
"36636","538","Louisiana Creole Gumbo","10/4/2016","Routine Inspection","121","0","1","2","1","Yes"
"36637","4317","Colors","10/4/2016","Routine Inspection","121","1","1","2","1","No"
"36638","5337","I Luv Cheese","10/4/2016","Routine Inspection","121","0","2","0","0","No"
"36639","4393","The Buhl Bar","9/30/2016","Routine Inspection","83","0","0","0","0","Yes"
"36641","3636","Rice Bowl","10/3/2016","Routine Inspection","130","0","0","2","0","Yes"
"36642","5155","Shopper's Lounge DBA Queens Bar","10/4/2016","Routine Inspection","121","1","3","0","2","No"
"36643","4523","Chop Fresh Salad Co.","10/3/2016","Routine Inspection","130","0","2","0","2","Yes"
"36645","3244","Gourmet Deli","10/3/2016","Routine Inspection","130","1","1","2","2","Yes"
"36646","4478","Greektown Casino - Josephine's","10/4/2016","Routine Inspection","130","0","0","1","0","Yes"
"36647","4324","Greektown Casino - Rock Bar","10/4/2016","Routine Inspection","130","1","0","0","1","Yes"
"36648","3831","Greektown Casino - High Limits","10/4/2016","Routine Inspection","130","0","1","1","1","Yes"
"36649","4645","Greektown Casino - Stack'd","10/4/2016","Routine Inspection","130","1","0","1","1","Yes"
"36650","5271","S & T Fresh Fish & Seafood 2 Inc.","10/3/2016","Routine Inspection","126","0","3","2","3","Yes"
"36651","4766","Marquette Elementary (Main Building)","10/4/2016","Routine Inspection","126","0","0","1","0","Yes"
"36652","1116","Marquette Elementary School (Annex)","10/4/2016","Routine Inspection","126","0","0","0","0","Yes"
"36653","3622","24 Grille","10/4/2016","Routine Inspection","126","1","1","2","2","Yes"
"36654","4044","Oriental Meat Market","10/4/2016","Routine Inspection","129","1","1","2","2","Yes"
"36655","1597","Anchor Bar","9/30/2016","Routine Inspection","112","3","1","1","4","Yes"
"36656","3895","Butcher's Inn","9/22/2016","Complaint","114","0","0","0","0","Yes"
"36657","3381","Rono's Caribbean Paradise Restaurant","10/4/2016","Routine Inspection","129","2","3","2","5","Yes"
"36658","2362","Shirley Nelson's E & S Carryout","10/4/2016","Routine Inspection","129","0","0","0","0","Yes"
"36660","4032","London Chop House","10/5/2016","Routine Inspection","129","3","1","5","4","No"
"36662","4204","Joe Louis Arena- Little Ceasars","10/6/2016","Routine Inspection","124","1","0","1","1","Yes"
"36667","1675","Popeye's #932","10/5/2016","Routine Inspection","124","1","2","4","3","No"
"36668","2727","Salvation Army - Acres of Hope","10/4/2016","Routine Inspection","87","0","1","1","1","No"
"36669","5243","Vergotes Poultry & Fish Inc.","10/4/2016","Routine Inspection","87","1","3","6","4","Yes"
"36670","1559","Tai Hing Carry Out","10/5/2016","Complaint","87","0","0","2","0","Yes"
"36671","1616","River Breeze Dairy","10/5/2016","Routine Inspection","87","0","0","2","0","Yes"
"36673","4460","Greektown Casino - Prism","10/4/2016","Routine Inspection","130","1","1","1","2","Yes"
"36674","3829","Greektown Casino - Monroe Market","10/4/2016","Routine Inspection","130","4","0","0","4","Yes"
"36675","4089","Cafe D'Mongo's Speakeasy","10/5/2016","Routine Inspection","83","0","0","0","0","Yes"
"36676","738","Roseland Bar & Grill","10/6/2016","Routine Inspection","127","2","1","2","3","No"
"36678","3907","D Town Fish & Soul Food","10/6/2016","Routine Inspection","127","1","4","2","5","Yes"
"36679","4233","St. Charles","10/6/2016","Routine Inspection","87","0","0","1","0","No"
"36680","2593","Moses Field School","10/6/2016","Routine Inspection","87","0","0","5","0","No"
"36681","1082","Salvation Army","10/7/2016","Routine Inspection","87","0","0","0","0","Yes"
"36682","5132","Vertical Detroit","10/5/2016","Routine Inspection","121","2","3","1","5","Yes"
"36683","1191","Niki's Pizzeria","10/6/2016","Routine Inspection","121","4","4","5","3","No"
"36684","4682","Niki's Lounge","10/6/2016","Routine Inspection","121","0","3","1","3","Yes"
"36685","4681","Dream Club","10/6/2016","Routine Inspection","121","0","0","0","0","Yes"
"36686","964","Bouzouki Club","10/6/2016","Routine Inspection","121","0","4","1","4","Yes"
"36687","3475","Chelis Chili Bar","10/6/2016","Routine Inspection","121","1","5","3","6","Yes"
"36688","890","Dixon Educational Learning Center","10/4/2016","Routine Inspection","112","0","0","0","0","Yes"
"36689","1236","Ann Arbor Trail Magnet School","10/4/2016","Routine Inspection","112","0","0","0","0","Yes"
"36690","1992","Domino's Pizza","10/7/2016","Routine Inspection","87","0","1","0","1","Yes"
"36691","5089","La Zacatecana","10/6/2016","Routine Inspection","124","5","2","2","7","Yes"
"36692","5090","Subway","10/6/2016","Routine Inspection","124","1","0","0","1","Yes"
"36693","1456","Grandy's Coney Island Restaurant","9/27/2016","Routine Inspection","124","2","3","3","5","Yes"
"36694","1237","Carver Elementary- Middle School","10/6/2016","Routine Inspection","112","0","1","0","1","Yes"
"36695","1233","Gardner Elementary School","10/6/2016","Routine Inspection","112","0","0","0","0","Yes"
"36696","5363","McDonald's","9/28/2016","Routine Inspection","130","0","1","2","1","Yes"
"36697","2597","Charles Wright Acad.of Arts and Sciences","10/10/2016","Routine Inspection","127","1","0","0","1","Yes"
"36698","451","Weston Technical Academy","10/10/2016","Routine Inspection","127","0","0","0","0","Yes"
"36699","415","Popeye's #931","10/5/2016","Plan Review/Pre-Open","122","0","0","0","0","Yes"
"36700","5373","Schaefer Fish Market LLC","10/7/2016","Routine Inspection","130","1","0","1","1","Yes"
"36701","1144","Church's Fried Chicken #785","10/7/2016","Complaint","130","0","0","0","0","Yes"
"36704","5309","Louisiana Creole Gumbo","10/6/2016","Preopening/New","122","0","0","3","0","Yes"
"36707","1090","Green Dot Stables","10/10/2016","Routine Inspection","87","0","1","1","1","Yes"
"36708","3380","Subway","10/10/2016","Routine Inspection","128","0","0","0","0","Yes"
"36709","4443","Voyager Consortium","10/10/2016","Routine Inspection","128","0","0","0","0","Yes"
"36710","2654","Voyager Academy","10/10/2016","Routine Inspection","128","0","0","0","0","Yes"
"36711","2343","Cesar Chavez Academy High School","10/10/2016","Routine Inspection","128","0","0","0","0","Yes"
"36712","3304","Cesar Chavez Middle School","10/10/2016","Routine Inspection","128","0","0","0","0","Yes"
"36713","2070","Cesar Chavez Academy","10/10/2016","Routine Inspection","128","0","0","0","0","Yes"
"36714","515","Holy Cross Council 2739","9/27/2016","Routine Inspection","128","0","0","0","0","Yes"
"36715","1462","Tubby's","10/10/2016","Routine Inspection","128","0","0","1","0","Yes"
"36717","4772","Me & My Girls Soul Food","9/16/2016","Routine Inspection","126","0","1","1","1","No"
"36719","4257","Ford Field- First Floor Concessions","10/9/2016","Routine Inspection","129","2","1","7","3","No"
"36720","2763","William J. Beckham Elementary","9/7/2016","Routine Inspection","126","0","0","0","0","Yes"
"36721","3183","Detroit Edison Public School Academy","10/11/2016","Routine Inspection","130","0","0","0","0","Yes"
"36722","4656","Detroit Edison Public School Academy","10/11/2016","Routine Inspection","130","1","0","0","1","Yes"
"36723","4516","Sodexo Mgmt. Inc.","9/8/2016","Routine Inspection","114","0","0","0","0","Yes"
"36724","1717","The Turkey Grill","9/1/2016","Complaint","114","0","0","0","0","Yes"
"36725","2616","New Center-Rice Bowl","8/24/2016","Routine Inspection","114","0","2","0","2","Yes"
"36726","5159","La Rondinella","8/25/2016","Routine Inspection","114","1","1","1","2","Yes"
"36727","2778","Chen's China House INC","10/5/2016","Complaint","114","2","1","0","3","Yes"
"36728","4408","The Great Lakes Coffee Roasting Co.","8/24/2016","Routine Inspection","114","1","0","2","1","Yes"
"36729","5135","Chiqui Mexican","9/1/2016","Routine Inspection","114","0","0","3","0","Yes"
"36730","698","New China Wang","9/8/2016","Routine Inspection","114","1","1","2","2","Yes"
"36731","4614","University Prep Science & Math Elem","10/6/2016","Routine Inspection","114","0","1","2","1","Yes"
"36733","806","King David Grand Lodge","9/1/2016","Routine Inspection","114","2","0","4","2","Yes"
"36734","5305","Firehouse Subs","10/11/2016","Preopening/New","122","0","0","0","0","Yes"
"36735","5140","Basement Burger Bar","9/21/2016","Preopening/New","122","1","0","6","1","Yes"
"36736","791","Sha Max","10/11/2016","Routine Inspection","127","0","0","0","0","Yes"
"36737","1222","Edison Elementary School","10/12/2016","Routine Inspection","127","0","0","0","0","Yes"
"36738","1222","Edison Elementary School","10/11/2016","Complaint","127","0","0","0","0","Yes"
"36739","1131","Clara Rutherford/Winans Academy","10/12/2016","Routine Inspection","127","0","0","0","0","Yes"
"36740","576","Detroit Service Learning Academy","10/12/2016","Routine Inspection","127","0","0","0","0","Yes"
"36741","2078","Universal Coney Island","10/12/2016","Complaint","127","0","0","0","0","Yes"
"36742","4318","Nu Wave Fish & Chicken","10/7/2016","Routine Inspection","127","1","0","2","1","No"
"36743","1650","Dino's Cafe Inc.","9/28/2016","Routine Inspection","128","0","0","0","0","Yes"
"36744","5116","Subway","9/20/2016","Routine Inspection","126","1","1","1","2","Yes"
"36745","5077","Pasta Bowl","10/12/2016","Routine Inspection","127","0","0","0","0","Yes"
"36746","476","Bob's Pizza Palace Inc.","10/5/2016","Routine Inspection","127","2","1","0","3","Yes"
"36747","921","Mt. Calvary Lutheran School","10/21/2016","Routine Inspection","126","0","0","0","0","Yes"
"36748","476","Bob's Pizza Palace Inc.","10/5/2016","Complaint","127","0","0","0","0","Yes"
"36749","2722","Nu Wave Fish & Chicken","10/5/2016","Routine Inspection","127","0","2","2","2","No"
"36750","3715","Dave's Soul Food","9/22/2016","Routine Inspection","126","0","2","1","2","Yes"
"36751","5196","Captain Jay's Fish & Chicken #113","9/29/2016","Routine Inspection","127","0","3","1","1","No"
"36752","1504","Omega Coney Island ","10/6/2016","Routine Inspection","127","2","0","0","2","Yes"
"36753","2669","Fish Express 1-Pizza Palace","10/10/2016","Complaint","127","0","0","0","0","Yes"
"36754","4630","Just Martinis Bar and Grill (DBA Demi's)","10/12/2016","Preopening/Other","127","0","0","0","0","Yes"
"36755","1165","Trix Elementary","9/26/2016","Routine Inspection","126","0","0","1","0","Yes"
"36756","465","Firewater Bar & Grill","9/22/2016","Routine Inspection","126","0","0","1","0","Yes"
"36757","1431","BT'S (Tycoons DBA Celebrity Reservation)","9/22/2016","Routine Inspection","126","1","0","1","1","Yes"
"36758","1088","Koney Time Restaurant","9/26/2016","Routine Inspection","126","1","0","0","1","Yes"
"36759","3099","Lin Panda","9/21/2016","Routine Inspection","126","1","0","0","1","Yes"
"36760","2265","Louie's Ham & Corn Beef","9/15/2016","Routine Inspection","126","0","0","0","0","Yes"
"36761","276","Billeo's ","9/20/2016","Routine Inspection","126","1","0","0","1","Yes"
"36762","2043","Olympia Coney Island","9/15/2016","Routine Inspection","126","1","0","2","1","No"
"36763","1337","Old Miami Bar","10/12/2016","Routine Inspection","83","0","2","1","2","Yes"
"36764","1083","Chan's Chinese Restaurant","10/26/2016","Routine Inspection","126","0","0","1","0","Yes"
"36765","647","Zeff's Coney Island","10/12/2016","Routine Inspection","83","4","0","0","4","Yes"
"36766","845","Brewer Elementary (K-8)","10/26/2016","Routine Inspection","126","0","0","0","0","Yes"
"36767","5269","Habibi Fish & Chicken","9/20/2016","Preopening/New","122","0","0","0","0","Yes"
"36768","955","Marvin L. Winans Academy K-8","10/26/2016","Routine Inspection","126","0","0","1","0","Yes"
"36769","843","Wayne Elementary","10/26/2016","Routine Inspection","126","0","0","0","0","Yes"
"36770","1396","Dunkin Donuts/Baskin Robbins","9/14/2016","Routine Inspection","126","0","0","1","0","No"
"36771","4961","New Harper Seafood & Chicken","9/15/2016","Routine Inspection","126","1","0","1","1","Yes"
"36773","2727","Salvation Army - Acres of Hope","10/11/2016","Complaint","87","0","0","0","0","Yes"
"36774","834","Hutchinson Learning Academy","10/11/2016","Routine Inspection","87","0","0","2","0","Yes"
"36775","777","Curis Big Boy Restaurant","10/11/2016","Routine Inspection","87","0","1","6","1","No"
"36776","2317","Detroit Merit Academy","10/12/2016","Routine Inspection","87","1","0","1","1","Yes"
"36777","833","Marcus Garvey","10/12/2016","Routine Inspection","87","0","0","1","0","Yes"
"36778","1109","Kentucky Fried Chicken H730207","9/14/2016","Routine Inspection","126","0","0","2","0","Yes"
"36779","951","Turning Point Academy","9/13/2016","Routine Inspection","126","0","0","1","0","No"
"36780","5003","Coney Connection","9/13/2016","Routine Inspection","126","0","0","1","0","Yes"
"36781","1290","McDonald's Restaurant","9/14/2016","Routine Inspection","126","0","2","4","1","No"
"36782","2419","Guild Coffee Bar- Central Hub","10/6/2016","Routine Inspection","126","0","1","0","1","Yes"
"36783","3586","Ascension St. John Market","10/6/2016","Routine Inspection","126","1","0","0","1","Yes"
"36784","5286","Rinor LLC / Mama's","9/20/2016","Routine Inspection","126","1","0","0","1","Yes"
"36786","1633","St. John Moross Market Cafe","10/6/2016","Routine Inspection","126","2","0","0","2","Yes"
"36788","5348","Hard Bodies Bar","10/13/2016","Preopening/New","122","0","0","8","0","No"
"36789","436","Jumbo's Bar","10/13/2016","Routine Inspection","87","0","0","2","0","Yes"
"36792","5294","Eleo's Ministries, Inc.","10/12/2016","Routine Inspection","124","0","0","1","0","Yes"
"36793","2583","Priest Annex","10/12/2016","Routine Inspection","124","0","0","0","0","Yes"
"36794","4966","Rincon Tropical","10/12/2016","Routine Inspection","124","2","4","5","5","No"
"36795","526","Vicki's Bar-B-Que","10/13/2016","Routine Inspection","124","2","1","1","3","Yes"
"36796","3928","1917 American Bistro","10/12/2016","Routine Inspection","130","2","0","0","2","Yes"
"36797","4915","The Jamaican Pot","10/12/2016","Routine Inspection","130","0","0","0","0","Yes"
"36798","3199","Detroit Fish & Shrimp III","10/12/2016","Routine Inspection","130","0","1","0","1","Yes"
"36799","5281","Davison Fish N Seafood LLC","10/4/2016","Routine Inspection","126","0","2","2","2","No"
"36800","3497","Prince Pizza Chicken & Ribs","9/22/2016","Routine Inspection","126","0","1","1","0","No"
"36801","661","Burger King #4149","9/21/2016","Routine Inspection","126","0","0","2","0","No"
"36802","1014","L. George's Restaurant Coney Island","10/11/2016","Routine Inspection","112","0","2","0","2","Yes"
"36804","4888","Chung's","9/20/2016","Routine Inspection","126","0","1","0","1","Yes"
"36806","1127","Dossin Elementary","10/11/2016","Routine Inspection","112","0","0","0","0","Yes"
"36807","830","Noble K-8 School","10/11/2016","Routine Inspection","112","0","1","0","1","Yes"
"36809","892","Henderson Jemison Academy PK-8","10/13/2016","Routine Inspection","112","0","0","0","0","Yes"
"36810","1241","Mann Elementary School","10/14/2016","Routine Inspection","112","0","0","0","0","Yes"
"36812","415","Popeye's #931","10/13/2016","Routine Inspection","127","0","0","0","0","Yes"
"36813","867","Henry Ford High School","10/13/2016","Routine Inspection","127","1","0","1","1","Yes"
