"establishment_id","name","address","zip_code","owner","license_number","license_type","most_recent_license_date","establishment_type","status","restaurant_complexity_level","review_frequency_in_days","address_id","lat","lon"
"1244","Bethel Baptist Church East","5715 Holcomb","48213","Bethel Bapt Church, East","073157","Fixed Establishment","4/30/2021","Food Service Establishment","Open",,"500","542600","42.3850205191353","-83.006393957419"
"1245","Elmwood Park Plaza","750 Chene","48207","Detroit Area Agency on Aging","035348","Fixed Establishment","8/6/2012","Food Service Establishment","Open",,"335","248580","42.3403334922126","-83.0229998274006"
"1246","Arcadia Apts./Orchestra Towers","3501 Woodward","48201","Food & Friendship Program","035349","Fixed Establishment","6/11/2008","Food Service Establishment","Open",,"335","228735","42.3464155708211","-83.0580947417405"
"1247","Andrew's on the Corner","201 Joseph Campau Ave.","48207","Tom Woolsey","035350","Fixed Establishment","5/5/2022","Food Service Establishment","Open",,"335",,,
"1248","Hartford Memorial Baptist Church","18700 James Couzens","48235","Detroit Area Agency on Aging","035351","Fixed Establishment","4/17/2012","Food Service Establishment","Temporarily Closed",,"500","220330","42.4287248475812","-83.1833511950883"
"1249","Johnson Recreation Center","8640 Chippewa","48207","Food & Friendship ","035352","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"335","14536","42.4414248053501","-83.1566121706369"
"1250","Kronk Recreation Center","5555 McGraw","48210","Food and Friendship Program","035353","Fixed Establishment","6/11/2008","Food Service Establishment","Permanently Closed",,"515","458267","42.3427806278026","-83.1195395900847"
"1251","Parkview Place","1401 Chene","48207","ABDULE C. ULLSA, Prop. Mgr.","221058","Fixed Establishment","6/23/2022","Food Service Establishment","Open","Medium","335","250261","42.3438201850183","-83.0272619814032"
"1252","St. John Lutheran School","4950 Oakman Blvd.","48204","St. John Evangelical Church","035356","Fixed Establishment","5/9/2010","Food Service Establishment","Permanently Closed",,"335","216265","42.3645469193292","-83.1552635426781"
"1253","Sacred Heart Major Seminary","2701 Chicago Ave. W.","48206","Sacred Heart Major Seminary","035357","Fixed Establishment","4/12/2022","Food Service Establishment","Open",,"150","37896","42.3751210797207","-83.1116164162992"
"1254","The Back Pocket, Inc.","8832 Greenfield","48228","Paul M. White","035358","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"180","514193","42.3587502613126","-83.1966409039915"
"1255","Vernon Chapel Church","18500 Norwood","48234","Detroit Area Agency on Aging ","073170","Fixed Establishment","4/29/2019","Food Service Establishment","Open",,"335","292536","42.4287095929048","-83.0660754065119"
"1256","Wingert Trainable Center","1851 Grand Blvd. W.","48208","Detroit Board of Education","035360","Fixed Establishment",,"Public School","Permanently Closed",,"150","216090","42.3529426653776","-83.1113951589023"
"1257","Detroit Repertory Theater","13103 Woodrow Wilson","48238","Bruce E. Millan--Artistic Dir","035361","Fixed Establishment","4/11/2022","Food Service Establishment","Open","Medium","335","351116","42.3951221466707","-83.1099486133158"
"1258","Belle Isle Casino","1 Casino Way","48207","Dept. of Natural Resources","035362","Fixed Establishment",,"Food Service Establishment","Seasonal","High","500",,,
"1259","Coleman A. Young Community Center","2751 Robert Brady Dr","48207","Coleman A. Young Community Cen","035364","Fixed Establishment",,"Food Service Establishment","Open",,"500","251167","42.3462179157751","-83.0247898675906"
"1260","Sophie Wright Settlements","4141 Mitchell","48207","Sophie-Wright Settlements ","073160","Fixed Establishment","4/23/2013","Food Service Establishment","New Owner/Complete Reconstruct",,"335","269974","42.361072982232","-83.0331361587956"
"1261","Pegasus Taverna","558 Monroe St.","48226","Pegasus Greektown Inc.","035368","Fixed Establishment",,"Food Service Establishment","Open","High","150","251917","42.3351532173068","-83.0412568050388"
"1262","Bethel A.M.E. Church","5050 St. Antoine","48202","Food & Friendship Program","035369","Fixed Establishment","12/4/2006","Food Service Establishment","Open",,"150","266360","42.3606224342478","-83.0568991269624"
"1263","Bicentennial Towers  ","4 Alexandrine St. E.","48201","PK Management","083439","Fixed Establishment","4/7/2022","Food Service Establishment","Open","Medium","335","255615","42.3506954622234","-83.0587155741278"
"1264","Calvary Senior Center","4950 Gateshead","48207","Food & Friendship/et Meals On","035371","Fixed Establishment","12/4/2006","Food Service Establishment",,,"180","310244","42.415038026436","-82.9129981020116"
"1265","Central Methodist Church","23 Adams E.","48226","Central Methodist Church","035372","Fixed Establishment","4/26/2022","Food Service Establishment","Open","Medium","335","43844","42.3373600374396","-83.0506436763843"
"1266","Chapel Hill Baptist Church","4924 Joy Rd.","48204","Detroit Area Agency on Aging","035373","Fixed Establishment",,"Food Service Establishment","Open",,"500","71072","42.3663808008191","-83.1283561460673"
"1267","Church's Fried Chicken #991","18138 Seven Mile Rd. W.","48219","QRS Midwest Group LLC","238096","Fixed Establishment","4/24/2019","Food Service Establishment","Open","Medium","150","100952","42.4303014182655","-83.2202622322468"
"1268","Delray Action Center","7914 Jefferson W.","48202","FOOD & FRIENDSHIP PROGRAM","035375","Fixed Establishment","10/5/2007","Food Service Establishment","Open",,"180",,,
"1269","Dexter Elmhurst Center","11825 Dexter","48206","Food & Friendship Program","035376","Fixed Establishment","8/1/2006","Food Service Establishment","Permanently Closed",,"515","536967","42.3805212110934","-83.1250952187402"
"1270","Ebenezer A.M.E Church","5151 Chicago Ave. W.","48204","Ebenezer A.M.E Church","081266","Fixed Establishment","4/12/2022","Food Service Establishment","Open",,"335","71881","42.3674464114175","-83.1315788941516"
"1271","Our Lady Queen OF Angel","4200 Martin","48209","Our Lady Queen of Angels","065276","Fixed Establishment","4/17/2013","Food Service Establishment","Permanently Closed",,"335","215283","42.3300154227451","-83.1260039103443"
"1272","Kemeny Recreation Center","2260 Fort St. S.","48217","Detroit Area Agency on Aging","035379","Fixed Establishment","9/21/2010","Food Service Establishment","Open",,"360","2396","42.2742398717155","-83.158151856631"
"1273","Road Laborer's Local #1191","2161 Grand Blvd. W.","48208","Laborer's Local #1191","035382","Fixed Establishment","4/27/2009","Food Service Establishment","Community Industrial Hygiene",,"500","68412","42.3588638121886","-83.1049747780122"
"1274","McColl Elementary School","20550 Cathedral","48228","Detroit Board of Education","035383","Fixed Establishment","6/28/2010","Public School","Open",,"250","539098","42.3615127516894","-83.2414965869923"
"1275","Munger PK-8","5525 Martin","48238","Detroit Board of Education","073177","Fixed Establishment","4/15/2019","Public School","Open","Medium","180","252221","42.3372573380781","-83.1327760884234"
"1276","New Day Center","511 Post St. S.","48209","Detroit Area Agency on Aging","035386","Fixed Establishment","11/7/2016","Food Service Establishment","Temporarily Closed",,"150",,,
"1277","The Potato Place","107 Warren Ave. W.","48201","WITHERBY ENTERPRISES INC","035388","Fixed Establishment","4/25/2012","Food Service Establishment","New Owner/Complete Reconstruct",,"335",,,
"1278","Onasis Coney Island ","8001 Livernois Ave.","48204","Pashko Dedvukaj","234757","Fixed Establishment","5/6/2019","Food Service Establishment","Open","High","150","216000","42.3522634359187","-83.1362740072382"
"1279","Considine Recreation Center","8904 Woodward","48202","Food & Friendship ","035390","Fixed Establishment","12/4/2006","Food Service Establishment","Open",,"150","344564","42.3816389596225","-83.0802636102849"
"1280","Mama Pat's","1151 Taylor","48202","Pat Moore","035391","Fixed Establishment","5/13/2008","Food Service Establishment","Open",,"150",,,
"1281","AKNARTOONS INC","10310 Woodward Ave.","48202","GEORGE A A AHAD","035392","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"155","531962","42.3897505783334","-83.0858975183772"
"1282","Tim Horton's","15340 Wyoming Ave.","48238","Copeland TH Inc","077771","Fixed Establishment",,"Food Service Establishment","Open",,"335","91286","42.4032275633908","-83.1594170253151"
"1283","Papa's Pizza & Subs","7801 Michigan Ave.","48210","Selma Mustafa","035394","Fixed Establishment","5/6/2019","Food Service Establishment","Open","High","150","217117","42.3309327940917","-83.1388146776662"
"1284","Poe Trainable School","1200 Canfield W.","48201","Detroit Board of Education","035395","Fixed Establishment","12/4/2006","Public School","Permanently Closed",,"500","45883","42.3494109868207","-83.0736699143572"
"1285","Far East Restaurant","7605 Michigan Ave.","48210","Eng, Allen","035396","Fixed Establishment",,"Food Service Establishment","Temporarily Closed",,"150",,,
"1286","Leong's Carry Out","13330 Gratiot Ave.","48205","Leong Garden LLC","220935","Fixed Establishment","5/23/2022","Food Service Establishment","Open","High","150","139320","42.4241884382252","-82.9843936856868"
"1287","Napolean's Retreat","13635 Chicago W.","48228","Napolean Thomas","035398","Fixed Establishment","4/21/2011","Food Service Establishment","Permanently Closed",,"180","487511","42.3655432509711","-83.1784442544368"
"1288","Cactus Lounge","24587 Eight Mile Rd. W.","48219","Sahabi Convenience Store","035399","Fixed Establishment","3/17/2009","Food Service Establishment","Open",,"150","105245","42.4422861898563","-83.2849947331914"
"1289","McDonald's #3146","15321 Wyoming Ave.","48238","Swanson Enterprises #3146, Inc","035400","Fixed Establishment","5/5/2017","Food Service Establishment","Open",,"150","351800","42.4028549099999","-83.16014099"
"1290","McDonald's Restaurant","14271 Gratiot Ave.","48205","Yusef Alcodray","249341","Fixed Establishment","5/8/2020","Food Service Establishment","Open","Medium","335","222902","42.4347261001685","-82.9784607527332"
"1291","Sabb's Bar","3171 Second","48201","Andrew Pappas","035402","Fixed Establishment","4/22/2008","Food Service Establishment","Open",,"515","402256","42.3432518049747","-83.0625089339039"
"1292","Little Caesar's Pizza #18","14351 Harper Ave.","48224","Little Caesar's Enterprises","035403","Fixed Establishment","4/12/2022","Food Service Establishment","Open","Medium","335","231587","42.4048627759693","-82.9650758966686"
"1293","Detroit Urban Lutheran School","8181 Greenfield Ave.","48228","Detroit Urban Lutheran School","035404","Fixed Establishment","7/13/2010","Non-Public School","Open",,"250","540344","42.3543609822808","-83.198535860914"
"1295","McDonald's #5459 ","16950 Harper","48224","ECS Partnership","051609","Fixed Establishment","5/13/2016","Food Service Establishment","Permanently Closed","Medium","335","397704","42.4152781400905","-82.9378560306717"
"1296","Alma's Dairy Whip","12225 Linwood Ave.","48206","Alma Counts","035407","Fixed Establishment","5/4/2012","Food Service Establishment","Temporarily Closed",,"335","537051","42.3861866451567","-83.1177828686217"
"1297","Evie's Tamales","3454 Bagley","48216","Diana M. Cooley","075698","Fixed Establishment","4/26/2022","Food Service Establishment","Open",,"150","241137","42.3232342192846","-83.0856421111336"
"1298","Chapman's Stage Coach","19665 Mt. Elliott","48234","Marcia M. McCarver","072058","Fixed Establishment","5/26/2015","Food Service Establishment","Permanently Closed",,"150","299723","42.4395460228524","-83.0393957563673"
"1299","Church's Fried Chicken #864","4662 Woodward Ave.","48201","Falcon Holdings, LLC","035411","Fixed Establishment","5/2/2014","Food Service Establishment","Permanently Closed",,,,,
"1300","Jade Garden","19166 Livernois Ave.","48221","Chuing Chau Chan","035412","Fixed Establishment",,"Food Service Establishment","Open",,"150","352754","42.4327392499998","-83.14118194"
"1301","Little Caesar's Pizza #43","530 Warren Ave. E.","48201","Little Caesars Pizza #43","035413","Fixed Establishment","4/12/2022","Food Service Establishment","Open","Medium","335","348023","42.3587112399999","-83.05793762"
"1302","Krystal's Korner","5700 Canton","48211","Ethel Glass","081582","Fixed Establishment","4/1/2022","Food Service Establishment","Open",,"335","18835","42.3781021028183","-83.024766647802"
"1304","Popeye's Chicken & Biscuits","16920 Meyers","48235","Gregory Scott","035421","Fixed Establishment",,"Food Service Establishment","Permanently Closed","Medium","150","94369","42.4156219518121","-83.169772430056"
"1305","Teenie's Deli Inc.","18244 Seven Mile Rd. W.","48219","Johnnie L. Christopher","035422","Fixed Establishment","5/5/2022","Food Service Establishment","Open",,"150","101373","42.4302225657184","-83.2214711488295"
"1306","Detroit Collegiate Prep. High School","2200 Grand Blvd. W.","48208","Detroit Board of Education","079087","Fixed Establishment","4/15/2019","Public School","Open","High","180","474473","42.3969599541427","-83.1174002745184"
"1307","Amicci's Pizza","3849 Vernor St. W.","48216","Grossi-Scola, Inc.","035425","Fixed Establishment","3/24/2022","Food Service Establishment","Open",,"335","220125","42.3222996616546","-83.0901359415302"
"1308","Detroit Roller Wheels","16611 Schoolcraft Rd.","48227","Beta-C, Inc./Larry Masumy","035426","Fixed Establishment","4/20/2020","Food Service Establishment","Open","Medium","335","137084","42.3865156790453","-83.2108241977959"
"1309","Cock-N-Bull Irish Pub","440 Clinton St.","48226","John Kefallinos","049611","Fixed Establishment","12/4/2006","Food Service Establishment","Open",,"150","50814","42.3359524346105","-83.0436787168731"
"1311","Long John Silvers #3464","11288 Gratiot Ave.","48213","Graw Inc.","061400","Fixed Establishment","4/28/2017","Food Service Establishment","Open","Medium","335","236405","42.4095217910262","-82.9940181864051"
"1312","Rado Lounge","8501 Harper","48213","Roderick Hairston","035433","Fixed Establishment","5/1/2008","Food Service Establishment","Permanently Closed",,"335","409857","42.3902821479484","-83.0162657318589"
"1313","St. Christopher Church/Saint Juan Diejo","7800 Woodmont","48228","Rev. Jaime Hinojos","078735","Fixed Establishment",,"Food Service Establishment","Open",,"335","349982","42.3495292599998","-83.20693969"
"1314","Far West Early Childhood","13550 Virgil Ave.","48223","Detroit Board of Education","035437","Fixed Establishment","12/4/2006","Public School","Permanently Closed",,"150","114750","42.3844091382214","-83.2706827129408"
"1315","Taco Bell #1930","16511 Harper","48224","Sundance, Inc-Pete Lyders","035439","Fixed Establishment","4/27/2012","Food Service Establishment","Permanently Closed",,"335","310254","42.4127567022777","-82.9423968240482"
"1316","Tony's Shrimp House","8300 Gratiot Ave.","48213","Tony Lenard Williams","052897","Fixed Establishment","2/3/2010","Food Service Establishment","Open",,"150","540374","42.3815568384099","-83.0124416258114"
"1317","Loving Elementary","1000 Lynn","48202","DPS","035441","Fixed Establishment","4/15/2019","Public School","Open",,"180","348177","42.3912542414611","-83.0755064559026"
"1318","Kentucky Fried Chicken H730213/Taco Bell","13320 Jefferson Ave. E.","48215","Star Partner Enterprises Two","055748","Fixed Establishment","4/22/2013","Food Service Establishment","Open",,"335","467973","42.3706935514409","-82.9487673196451"
"1319","Coleman A. Young Elementary","15771 Hubbell","48227","Detroit Board of Education","035444","Fixed Establishment","6/1/2020","Public School","Open",,"180","351906","42.4064009599764","-83.1897631286624"
"1320","Parkman Elementary School","15000 Mackenzie","48228","Detroit Board of Education","035445","Fixed Establishment","12/4/2006","Public School","Permanently Closed",,"180","537898","42.356626984092","-83.192217718948"
"1321","Dot & Etta's Shrimp Hut","5207 Seven Mile Rd. E.","48234","Donald Crawford & Sons Ent Inc","035448","Fixed Establishment",,"Food Service Establishment","Temporarily Closed",,"150","349421","42.4335796701948","-83.0512409808517"
"1322","Grand Trunk Pub","608-612 Woodward Ave.","48226","Tharp Grand Trunk, Inc.","056872","Fixed Establishment",,"Food Service Establishment","Open","High","150","348072","42.3306405309138","-83.0456163356716"
"1323","Nick's Place on Fort Street","5600 Fort st. W.","48209","Besnik Metasoni","035451","Fixed Establishment","12/4/2006","Food Service Establishment","Open",,"180",,,
"1324","Kentucky Fried Chicken H730216/Taco Bell","1850 McNichols E.","48203","Kazi Group","055762","Fixed Establishment","5/9/2010","Food Service Establishment","Permanently Closed",,"335","348523","42.4182284664899","-83.0826294569099"
"1325","Nita's Coney Island","201 Grand River Ave. W.",,"KARANFILI ARIF","035454","Fixed Establishment","12/4/2006","Food Service Establishment","Permanently Closed",,"180","417851","42.3497027356099","-83.0041475981559"
"1326","Music Menu CD Cafe","511 Monroe St.","48226","NO PINK INC","035455","Fixed Establishment","12/4/2006","Food Service Establishment","Permanently Closed",,"180","14727","42.3351678660861","-83.0424411845626"
"1327","Kentucky Fried Chicken W812114","1695 Grand Blvd. E.","48211","KFC US PROPERTIES INC","035456","Fixed Establishment","12/4/2006","Food Service Establishment","Open",,"150","452314","42.3979230692708","-83.1135930027718"
"1328","Alice's Bar & Grill","2704 Livernois","48209","Alice Heugel","035457","Fixed Establishment",,"Food Service Establishment","Open",,"335","539337","42.3215271312474","-83.1129493068042"
"1329","Parker Elementary School","12744 Elmira","48227","Detroit Board of Education","035459","Fixed Establishment",,"Public School","Open",,"180","351034","42.3713793068161","-83.1691131131028"
"1330","McDonald's #6799","15550 McNichols Rd. W.","48235","Gilbertine Brundidge","218104","Fixed Establishment","4/29/2022","Food Service Establishment","Open","Medium","335","65286","42.4163284025304","-83.2003384051401"
"1331","Restoration Towers","16651 Lahser Rd.","48219","Det Intern Stake Ad Hous Com","035461","Fixed Establishment","4/22/2020","Food Service Establishment","Permanently Closed","High","150","130542","42.4106873566503","-83.2589611308915"
"1332","Detroit Coney Island","2626 Schaefer Hwy.S.","48217","Juncaj  Anton & Fran","035464","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"180","2483","42.2753602584796","-83.1458135330833"
"1333","Kentucky Fried Chicken H730217","9654 Gratiot Ave.","48213","Star Partner Enterprises Two, ","071797","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"335","281937","42.3923786892776","-83.0052801663291"
"1334","Pretty Woman Lounge","19016 Van Dyke Ave.","48227","Pretty Woman Mgmt LLC","LB112713","Fixed Establishment","11/27/2013","Food Service Establishment","Open","Low","500","352693","42.4335580594327","-83.023996920823"
"1335","Dynamo Corned Beef Deli II","16301 Plymouth Rd.","48227","Rodney Turk","NKB12716","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"150","538202","42.3722699709254","-83.2061193682814"
"1336","Indian Village Tennis Club","1502 Parker Ave.","48214","Indian Village Tennis Club","035468","Fixed Establishment","6/2/2021","Food Service Establishment","Seasonal",,"360","244279","42.3567990688792","-82.9964021643388"
"1337","Old Miami Bar","3930 Cass Ave.","48201","Daniel Overstreet","035469","Fixed Establishment","3/29/2022","Food Service Establishment","Open","Medium","335","231667","42.348929536412","-83.0622927631075"
"1338","Columbo's Coney Island","5414 Vernor St.W.","48209","Hyseni Besnik","035471","Fixed Establishment","5/5/2022","Food Service Establishment","Open",,"150","217589","42.3183233847434","-83.1011072194034"
"1339","The Coffee Beanery","100 Renaissance Center","48226","Jim Wertheimer","035472","Fixed Establishment","12/4/2006","Food Service Establishment","Permanently Closed",,"180",,,
"1340","A Eagles Coney Island #2","5858 Tireman","48204","Kola Gjonaj","035473","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"150","216014","42.3522838455416","-83.1295221706842"
"1341","El Zocalo","3400 Bagley","48216","El Zocolo Corp.","035474","Fixed Establishment","4/22/2015","Food Service Establishment","Permanently Closed",,"150","241484","42.32343510066","-83.0850887357678"
"1342","Restaurant Nuestra Familia","7620 Vernor St. W.","48209","Antonio Canchola","TO7620","Fixed Establishment",,"Food Service Establishment","Open",,"150","36596","42.3130524246942","-83.1241398834902"
"1343","Tubby's #33","1010 Washington Blvd.","48226","Alex El Sabbagh","053971","Fixed Establishment","6/1/2007","Food Service Establishment","Open",,"335",,,
"1344","Williams Recreation Center","8431 Rosa Parks","48206","Detroit Parks and Recreation  ","073182","Fixed Establishment","4/26/2019","Food Service Establishment","Open",,"335","58347","42.3706675587885","-83.0971809400994"
"1345","The Ham Palace","4700 Davison Ave. E.","48212","Nua Gojcaj","050702","Fixed Establishment","5/11/2022","Food Service Establishment","Open","High","150","271715","42.4177514159007","-83.0548122120767"
"1346","Ed's Apollo's Coney Island","7635 Grand River Ave.","48204","Bardhok Markaj","048264","Fixed Establishment","4/28/2009","Food Service Establishment","Open",,"335","61182","42.3583860833731","-83.1143542099876"
"1347","Salvation Army Harbor Light","2643 Park","48201","The Salvation Army","035483","Fixed Establishment","12/4/2006","Food Service Establishment","Permanently Closed",,"180",,,
"1348","Martino's Pizzeria","18726 Hayes St.","48205","Stellakis Goudiotis","035485","Fixed Establishment","6/9/2008","Food Service Establishment","Open",,"335","538659","42.4327871911237","-82.96505772181"
"1349","Mudgie's","1300 Porter St.","48226","Greg M. Mudge","059573","Fixed Establishment","4/25/2022","Food Service Establishment","Open",,"150","254119","42.3290482230918","-83.0619883838482"
"1350","Kentucky Fried Chicken","3785 Gratiot Ave.","48207","FQSR LLC dba KBP Foods ","202817","Fixed Establishment","4/26/2022","Food Service Establishment","Community Industrial Hygiene","Medium","150","349122","42.3649711599999","-83.02436065"
"1351","Bush's Garden of Eating","3955 Woodward","48201","James Bush","035488","Fixed Establishment","6/18/2008","Food Service Establishment","Permanently Closed",,"150","545222","42.3501956345513","-83.0601213050602"
"1352","McDonald's #7025","14204 Seven Mile Rd. W.","48235","Marla Thrower","229356","Fixed Establishment","3/24/2022","Food Service Establishment","Open","Medium","335","21074","42.431179656191","-83.1857657356721"
"1353","Vince's Italian Rest & Pizzeria","1341 Springwells Ave.","48209","Lidia Improta","035490","Fixed Establishment","4/28/2019","Food Service Establishment","Open",,"150","348328","42.3048843753904","-83.1228989569922"
"1354","Golden Lake","10519 Seven Mile W. Rd.","48221","LS Development Corporation","050693","Fixed Establishment","12/4/2006","Food Service Establishment","Permanently Closed",,"150",,,
"1355","Domino's Pizza","13250 Gratiot Ave.","48224","Lamine Seck LAMS OPERATIONS LL","229358","Fixed Establishment","4/22/2022","Food Service Establishment","Open","Medium","335","139286","42.4236516848296","-82.9847912874975"
"1356","SW Det Lodge #1870 Loo Moose","2034 Lawndale","48209","McLaughlin John T","035495","Fixed Establishment","6/26/2007","Food Service Establishment","Open",,"335","49277","42.3078839626155","-83.1312557989784"
"1357","Church's Fried Chicken #1015","6060 Vernor St.W.","48209","Falcon Holdings, LLC","035496","Fixed Establishment","5/3/2013","Food Service Establishment","Open",,"180","177959","42.3162205317895","-83.1066529605788"
"1358","Al Rayaan Coney Island","9515 Michigan Ave.","48210","Naji Alhanik","065275","Fixed Establishment","6/8/2010","Food Service Establishment","Plan Review",,"150","350434","42.3276378703087","-83.1561122311163"
"1359","Burger King Corp #13332","200 Renaissance Center A-1042","48243","Your Way Restaurants, Inc.","035498","Fixed Establishment","5/28/2020","Food Service Establishment","Open","Medium","335","347815","42.3298225399999","-83.04071807"
"1360","Motor City Coney Island","831 McNichols E.","48203","Mark Thaqi Enterprises, Inc.","060503","Fixed Establishment","4/25/2019","Food Service Establishment","Open","High","150","158310","42.4182927542864","-83.0947520748217"
"1361","Caesars Cafe, Inc","15621 Warren Ave. W.","48228","Nasri Chami","069891","Fixed Establishment","4/27/2019","Food Service Establishment","Open","High","150","383360","42.3998978330233","-82.9474967393445"
"1362","Rono's Carry Out Restaurant","20211 McNichols Rd. W.","48219","Arilda-Rennick Lewison","035504","Fixed Establishment",,"Food Service Establishment","Temporarily Closed",,"335","353040","42.4147853436104","-83.240397228993"
"1363","Evans Recreation Center","13950 Joseph Campau","48207","Food & Friendship","035508","Fixed Establishment","12/4/2006","Food Service Establishment","Temporarily Closed",,"180","537562","42.4173235931623","-83.0704708205475"
"1364","Michigan Coney Island","10038 Seven Mile W.","48221","Rexhep Bajralisa","053721","Fixed Establishment",,"Food Service Establishment","Open",,"180","26653","42.4316120574682","-83.1617712387783"
"1365","King's Pizzeria","13000 Seven Mile  Rd. E.","48205","Gutierrez Anita","035511","Fixed Establishment","12/4/2006","Food Service Establishment","New Owner/Complete Reconstruct",,"150","25165","42.4314949362478","-83.1742371960735"
"1366","Little Caesar's Pizza #64","12712 Fenkell Ave.","48227","Little Caesars Enterprises","035513","Fixed Establishment","4/12/2022","Food Service Establishment","Open","Medium","335","93702","42.4024905253914","-83.1698444547483"
"1367","DOT & ETTA'S SHRIMP HUT","10300 MCNICHOLS W.","48221","VINCENT W SANDERS","035514","Fixed Establishment",,"Food Service Establishment",,,"180","15046","42.4170535132801","-83.1638002252603"
"1368","Ridley's Real Food","24311 McNichols Rd. W.","48219","William Lamont Parker","057382","Fixed Establishment","5/8/2009","Food Service Establishment","Permanently Closed",,"150","109217","42.4142235860512","-83.2798866418607"
"1369","Blue Moon","19614 Grand River Ave.","48223","Ice Cream Parlour Grand River,","046670","Fixed Establishment","4/20/2009","Food Service Establishment","Permanently Closed",,"335","123665","42.4078383136166","-83.235295388319"
"1370","Chung's Chinese Carry Out","12518 Kelly Rd.","48224","Tso Kei Chan","035517","Fixed Establishment","4/29/2013","Food Service Establishment","Permanently Closed","High","150","303366","42.4223590873825","-82.9619440077717"
"1371","The Works Bar & Grill","1846 Michigan Ave.","48216","Ambern, Inc.","035518","Fixed Establishment",,"Food Service Establishment","Open",,"335",,,
"1372","Maria's Ice Cream","11395 McNichols Ave. E.","48234","Maria Mihajlovski","035519","Fixed Establishment","5/13/2009","Food Service Establishment","Open",,"150",,,
"1373","Burger King #4441","20200 Grand River Ave.","48219","EYM King of Michigan LLC","077776","Fixed Establishment","4/14/2022","Food Service Establishment","Open",,"335","127875","42.409614040339","-83.2394534893393"
"1374","The Courthouse Brasserie","1436 Brush","48226","Ranjeet S. Dhanjal","035523","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"180","431735","42.3365709831383","-83.044866084533"
"1375","McDonald's #7453","6876 Michigan Ave.","48210","Maurene Smith","035524","Fixed Establishment","5/11/2022","Food Service Establishment","Open","Medium","335","215349","42.3314496932083","-83.129563881252"
"1376","Kentucky Fried Chicken H730220","9041 Chalmers St.","48213","FQSR LLC dba KBP Foods","202823","Fixed Establishment","4/26/2022","Food Service Establishment","Open","Medium","150","232322","42.4050583163296","-82.9651620777494"
"1377","Dynamo Corned Beef Deli","20716 Seven Mile Rd. W.","48219","Johnny Edward Lewis","035526","Fixed Establishment","5/28/2017","Food Service Establishment","Open","High","150","101334","42.4296338888794","-83.2465989240644"
"1378","Courtyard Kitchen (Cafe and bar)","333 Jefferson Ave. E.","48226","General Motors","035527","Fixed Establishment","5/11/2017","Food Service Establishment","Permanently Closed",,"150","54894","42.330635625317","-83.0415018271511"
"1379","Oscar's Coney Island #6","10000 McNichols Rd. W.","48221","Prenush Qafa","035528","Fixed Establishment",,"Food Service Establishment","Open",,"150","5948","42.4172351258214","-83.1607755519384"
"1380","Doubletree Detroit/Dearborn","5801 Southfield Rd.","48228","Dearborn Operations, LLC","078372","Fixed Establishment",,"Food Service Establishment","Open",,"150","215170","42.331560619538","-83.217584126967"
"1381","Mr. Steve's Pizza","18940 Warren Ave. W.","48228","Stephen A. Zelenka","229928","Fixed Establishment",,"Food Service Establishment","Open",,"150","352660","42.3434975308036","-83.2252513485927"
"1382","Beaubien Street Saloon","641 Beaubien","48226","Thomas Burelle","035531","Fixed Establishment","4/21/2010","Food Service Establishment","Open",,"515","348090","42.3329155912151","-83.041557271717"
"1383","NUNNS BAR-B-Q RESTAURANT","19196 CONANT","48234","WILEY M NUNN","035532","Fixed Establishment","12/4/2006","Food Service Establishment","Permanently Closed",,"180","285350","42.4343080078246","-83.0743784668632"
"1384","Russell Street Deli","2465 Russell St.","48207","Benjamin Hall","058586","Fixed Establishment","7/19/2019","Food Service Establishment","Open","High","150","255160","42.3453847233262","-83.040253366298"
"1385","Little Caesar's Pizza #81","12039 Gratiot Ave.","48205","Little Caesars Enterprises Inc","035536","Fixed Establishment","4/12/2022","Food Service Establishment","Open","Medium","335","234576","42.4130023988585","-82.9927040556015"
"1386","Los Galanes","3354 Bagley","48216","James Galan","035537","Fixed Establishment","4/26/2022","Food Service Establishment","Open",,"150","241477","42.3235899179504","-83.084661007614"
"1387","Cobo Joe's","422 Congress W.","48226","Richard Cadreau","051190","Fixed Establishment","5/7/2018","Food Service Establishment","Permanently Closed","High","150","34826","42.3284031597291","-83.050660876588"
"1388","Golightly Career Tech","900 Dickerson","48215","Detroit Board of Education","035540","Fixed Establishment","4/1/2022","Public School","Open",,"180","348161","42.3698001217963","-82.9513827578966"
"1389","Tabernacle Missionary Baptist Church","6125 Beechwood","48210","Tabernacle Missionary Baptist ","035541","Fixed Establishment","8/5/2021","Food Service Establishment","Open","Medium","335","215913","42.3493882527477","-83.1193606773322"
"1390","Wendy's Old Fashioned Hamburgers #1144","18241 Plymouth Rd.","48228","Wendy's International, Inc.","035542","Fixed Establishment",,"Food Service Establishment","Temporarily Closed",,"335",,,
